filepath,filename,speaker_id,native_language,age_group,utterance_type,text,sampling_rate,split,duration
andhra_pradesh\Andhra_speaker (1159).wav,Andhra_speaker (1159).wav,andhra_pradesh_spk_0178,andhra_pradesh,adult,read,,48000,train,4.2
andhra_pradesh\Andhra_speaker (116).wav,Andhra_speaker (116).wav,andhra_pradesh_spk_0179,andhra_pradesh,adult,read,,44100,train,2.4
andhra_pradesh\Andhra_speaker (1160).wav,Andhra_speaker (1160).wav,andhra_pradesh_spk_0180,andhra_pradesh,adult,read,,48000,train,4.8
andhra_pradesh\Andhra_speaker (1161).wav,Andhra_speaker (1161).wav,andhra_pradesh_spk_0181,andhra_pradesh,adult,read,,48000,train,4.8
andhra_pradesh\Andhra_speaker (1162).wav,Andhra_speaker (1162).wav,andhra_pradesh_spk_0182,andhra_pradesh,adult,read,,48000,train,4.8
andhra_pradesh\Andhra_speaker (1163).wav,Andhra_speaker (1163).wav,andhra_pradesh_spk_0183,andhra_pradesh,adult,read,,48000,train,5.6
andhra_pradesh\Andhra_speaker (1164).wav,Andhra_speaker (1164).wav,andhra_pradesh_spk_0184,andhra_pradesh,adult,read,,48000,train,5.0
andhra_pradesh\Andhra_speaker (1165).wav,Andhra_speaker (1165).wav,andhra_pradesh_spk_0185,andhra_pradesh,adult,read,,48000,train,5.4
andhra_pradesh\Andhra_speaker (1166).wav,Andhra_speaker (1166).wav,andhra_pradesh_spk_0186,andhra_pradesh,adult,read,,48000,train,4.4
andhra_pradesh\Andhra_speaker (1167).wav,Andhra_speaker (1167).wav,andhra_pradesh_spk_0187,andhra_pradesh,adult,read,,48000,train,5.8
andhra_pradesh\Andhra_speaker (1168).wav,Andhra_speaker (1168).wav,andhra_pradesh_spk_0188,andhra_pradesh,adult,read,,48000,train,4.4
andhra_pradesh\Andhra_speaker (1169).wav,Andhra_speaker (1169).wav,andhra_pradesh_spk_0189,andhra_pradesh,adult,read,,48000,train,5.2
andhra_pradesh\Andhra_speaker (117).wav,Andhra_speaker (117).wav,andhra_pradesh_spk_0190,andhra_pradesh,adult,read,,44100,train,3.26
andhra_pradesh\Andhra_speaker (1170).wav,Andhra_speaker (1170).wav,andhra_pradesh_spk_0191,andhra_pradesh,adult,read,,48000,train,5.2
andhra_pradesh\Andhra_speaker (1171).wav,Andhra_speaker (1171).wav,andhra_pradesh_spk_0192,andhra_pradesh,adult,read,,48000,train,4.4
andhra_pradesh\Andhra_speaker (1172).wav,Andhra_speaker (1172).wav,andhra_pradesh_spk_0193,andhra_pradesh,adult,read,,48000,train,4.8
andhra_pradesh\Andhra_speaker (1173).wav,Andhra_speaker (1173).wav,andhra_pradesh_spk_0194,andhra_pradesh,adult,read,,48000,train,5.4
andhra_pradesh\Andhra_speaker (1174).wav,Andhra_speaker (1174).wav,andhra_pradesh_spk_0195,andhra_pradesh,adult,read,,48000,train,5.4
andhra_pradesh\Andhra_speaker (1175).wav,Andhra_speaker (1175).wav,andhra_pradesh_spk_0196,andhra_pradesh,adult,read,,48000,train,5.2
andhra_pradesh\Andhra_speaker (1176).wav,Andhra_speaker (1176).wav,andhra_pradesh_spk_0197,andhra_pradesh,adult,read,,48000,train,4.0
andhra_pradesh\Andhra_speaker (1177).wav,Andhra_speaker (1177).wav,andhra_pradesh_spk_0198,andhra_pradesh,adult,read,,48000,train,5.6
andhra_pradesh\Andhra_speaker (1178).wav,Andhra_speaker (1178).wav,andhra_pradesh_spk_0199,andhra_pradesh,adult,read,,48000,train,13.6
andhra_pradesh\Andhra_speaker (1179).wav,Andhra_speaker (1179).wav,andhra_pradesh_spk_0200,andhra_pradesh,adult,read,,48000,train,4.2
andhra_pradesh\Andhra_speaker (118).wav,Andhra_speaker (118).wav,andhra_pradesh_spk_0201,andhra_pradesh,adult,read,,44100,train,2.64
andhra_pradesh\Andhra_speaker (1180).wav,Andhra_speaker (1180).wav,andhra_pradesh_spk_0202,andhra_pradesh,adult,read,,48000,train,5.4
andhra_pradesh\Andhra_speaker (1181).wav,Andhra_speaker (1181).wav,andhra_pradesh_spk_0203,andhra_pradesh,adult,read,,48000,train,4.8
andhra_pradesh\Andhra_speaker (1182).wav,Andhra_speaker (1182).wav,andhra_pradesh_spk_0204,andhra_pradesh,adult,read,,48000,train,4.8
andhra_pradesh\Andhra_speaker (1183).wav,Andhra_speaker (1183).wav,andhra_pradesh_spk_0205,andhra_pradesh,adult,read,,48000,train,4.8
andhra_pradesh\Andhra_speaker (1184).wav,Andhra_speaker (1184).wav,andhra_pradesh_spk_0206,andhra_pradesh,adult,read,,48000,train,5.2
andhra_pradesh\Andhra_speaker (1185).wav,Andhra_speaker (1185).wav,andhra_pradesh_spk_0207,andhra_pradesh,adult,read,,48000,train,5.4
andhra_pradesh\Andhra_speaker (1186).wav,Andhra_speaker (1186).wav,andhra_pradesh_spk_0208,andhra_pradesh,adult,read,,48000,train,4.6
andhra_pradesh\Andhra_speaker (1187).wav,Andhra_speaker (1187).wav,andhra_pradesh_spk_0209,andhra_pradesh,adult,read,,48000,train,5.6
andhra_pradesh\Andhra_speaker (1188).wav,Andhra_speaker (1188).wav,andhra_pradesh_spk_0210,andhra_pradesh,adult,read,,48000,train,4.8
andhra_pradesh\Andhra_speaker (1189).wav,Andhra_speaker (1189).wav,andhra_pradesh_spk_0211,andhra_pradesh,adult,read,,48000,train,4.4
andhra_pradesh\Andhra_speaker (119).wav,Andhra_speaker (119).wav,andhra_pradesh_spk_0212,andhra_pradesh,adult,read,,44100,train,2.24
andhra_pradesh\Andhra_speaker (1190).wav,Andhra_speaker (1190).wav,andhra_pradesh_spk_0213,andhra_pradesh,adult,read,,48000,train,5.0
andhra_pradesh\Andhra_speaker (1191).wav,Andhra_speaker (1191).wav,andhra_pradesh_spk_0214,andhra_pradesh,adult,read,,48000,train,5.0
andhra_pradesh\Andhra_speaker (1192).wav,Andhra_speaker (1192).wav,andhra_pradesh_spk_0215,andhra_pradesh,adult,read,,48000,train,5.2
andhra_pradesh\Andhra_speaker (1193).wav,Andhra_speaker (1193).wav,andhra_pradesh_spk_0216,andhra_pradesh,adult,read,,48000,train,5.0
andhra_pradesh\Andhra_speaker (1194).wav,Andhra_speaker (1194).wav,andhra_pradesh_spk_0217,andhra_pradesh,adult,read,,48000,train,5.4
andhra_pradesh\Andhra_speaker (1195).wav,Andhra_speaker (1195).wav,andhra_pradesh_spk_0218,andhra_pradesh,adult,read,,48000,train,4.8
andhra_pradesh\Andhra_speaker (1196).wav,Andhra_speaker (1196).wav,andhra_pradesh_spk_0219,andhra_pradesh,adult,read,,48000,train,4.8
andhra_pradesh\Andhra_speaker (1197).wav,Andhra_speaker (1197).wav,andhra_pradesh_spk_0220,andhra_pradesh,adult,read,,48000,train,5.2
andhra_pradesh\Andhra_speaker (1198).wav,Andhra_speaker (1198).wav,andhra_pradesh_spk_0221,andhra_pradesh,adult,read,,48000,train,5.2
andhra_pradesh\Andhra_speaker (1199).wav,Andhra_speaker (1199).wav,andhra_pradesh_spk_0222,andhra_pradesh,adult,read,,48000,train,4.6
andhra_pradesh\Andhra_speaker (12).wav,Andhra_speaker (12).wav,andhra_pradesh_spk_0223,andhra_pradesh,adult,read,,44100,train,3.34
andhra_pradesh\Andhra_speaker (120).wav,Andhra_speaker (120).wav,andhra_pradesh_spk_0224,andhra_pradesh,adult,read,,44100,train,2.76
andhra_pradesh\Andhra_speaker (1200).wav,Andhra_speaker (1200).wav,andhra_pradesh_spk_0225,andhra_pradesh,adult,read,,48000,train,5.0
andhra_pradesh\Andhra_speaker (1201).wav,Andhra_speaker (1201).wav,andhra_pradesh_spk_0226,andhra_pradesh,adult,read,,48000,train,5.2
andhra_pradesh\Andhra_speaker (1202).wav,Andhra_speaker (1202).wav,andhra_pradesh_spk_0227,andhra_pradesh,adult,read,,48000,train,4.6
andhra_pradesh\Andhra_speaker (1203).wav,Andhra_speaker (1203).wav,andhra_pradesh_spk_0228,andhra_pradesh,adult,read,,48000,train,5.2
andhra_pradesh\Andhra_speaker (1204).wav,Andhra_speaker (1204).wav,andhra_pradesh_spk_0229,andhra_pradesh,adult,read,,48000,train,5.4
andhra_pradesh\Andhra_speaker (1205).wav,Andhra_speaker (1205).wav,andhra_pradesh_spk_0230,andhra_pradesh,adult,read,,48000,train,4.8
andhra_pradesh\Andhra_speaker (1206).wav,Andhra_speaker (1206).wav,andhra_pradesh_spk_0231,andhra_pradesh,adult,read,,48000,train,4.8
andhra_pradesh\Andhra_speaker (1207).wav,Andhra_speaker (1207).wav,andhra_pradesh_spk_0232,andhra_pradesh,adult,read,,48000,train,7.0
andhra_pradesh\Andhra_speaker (1208).wav,Andhra_speaker (1208).wav,andhra_pradesh_spk_0233,andhra_pradesh,adult,read,,48000,train,9.8
andhra_pradesh\Andhra_speaker (1209).wav,Andhra_speaker (1209).wav,andhra_pradesh_spk_0234,andhra_pradesh,adult,read,,48000,train,4.2
andhra_pradesh\Andhra_speaker (121).wav,Andhra_speaker (121).wav,andhra_pradesh_spk_0235,andhra_pradesh,adult,read,,44100,train,3.2
andhra_pradesh\Andhra_speaker (1210).wav,Andhra_speaker (1210).wav,andhra_pradesh_spk_0236,andhra_pradesh,adult,read,,48000,train,5.0
andhra_pradesh\Andhra_speaker (1211).wav,Andhra_speaker (1211).wav,andhra_pradesh_spk_0237,andhra_pradesh,adult,read,,48000,train,6.6
andhra_pradesh\Andhra_speaker (1212).wav,Andhra_speaker (1212).wav,andhra_pradesh_spk_0238,andhra_pradesh,adult,read,,48000,train,0.4
andhra_pradesh\Andhra_speaker (1213).wav,Andhra_speaker (1213).wav,andhra_pradesh_spk_0239,andhra_pradesh,adult,read,,48000,train,3.4
andhra_pradesh\Andhra_speaker (1214).wav,Andhra_speaker (1214).wav,andhra_pradesh_spk_0240,andhra_pradesh,adult,read,,48000,train,5.2
andhra_pradesh\Andhra_speaker (1215).wav,Andhra_speaker (1215).wav,andhra_pradesh_spk_0241,andhra_pradesh,adult,read,,48000,train,4.8
andhra_pradesh\Andhra_speaker (1216).wav,Andhra_speaker (1216).wav,andhra_pradesh_spk_0242,andhra_pradesh,adult,read,,48000,train,4.8
andhra_pradesh\Andhra_speaker (1217).wav,Andhra_speaker (1217).wav,andhra_pradesh_spk_0243,andhra_pradesh,adult,read,,48000,train,2.8
andhra_pradesh\Andhra_speaker (1218).wav,Andhra_speaker (1218).wav,andhra_pradesh_spk_0244,andhra_pradesh,adult,read,,48000,train,2.2
andhra_pradesh\Andhra_speaker (1219).wav,Andhra_speaker (1219).wav,andhra_pradesh_spk_0245,andhra_pradesh,adult,read,,48000,train,5.2
andhra_pradesh\Andhra_speaker (122).wav,Andhra_speaker (122).wav,andhra_pradesh_spk_0246,andhra_pradesh,adult,read,,44100,train,2.1
andhra_pradesh\Andhra_speaker (1220).wav,Andhra_speaker (1220).wav,andhra_pradesh_spk_0247,andhra_pradesh,adult,read,,48000,train,9.6
andhra_pradesh\Andhra_speaker (1221).wav,Andhra_speaker (1221).wav,andhra_pradesh_spk_0248,andhra_pradesh,adult,read,,48000,train,4.8
andhra_pradesh\Andhra_speaker (1222).wav,Andhra_speaker (1222).wav,andhra_pradesh_spk_0249,andhra_pradesh,adult,read,,48000,train,6.2
andhra_pradesh\Andhra_speaker (1223).wav,Andhra_speaker (1223).wav,andhra_pradesh_spk_0250,andhra_pradesh,adult,read,,48000,train,4.2
andhra_pradesh\Andhra_speaker (1224).wav,Andhra_speaker (1224).wav,andhra_pradesh_spk_0251,andhra_pradesh,adult,read,,48000,train,5.2
andhra_pradesh\Andhra_speaker (1225).wav,Andhra_speaker (1225).wav,andhra_pradesh_spk_0252,andhra_pradesh,adult,read,,48000,train,5.2
andhra_pradesh\Andhra_speaker (1226).wav,Andhra_speaker (1226).wav,andhra_pradesh_spk_0253,andhra_pradesh,adult,read,,48000,train,4.4
andhra_pradesh\Andhra_speaker (1227).wav,Andhra_speaker (1227).wav,andhra_pradesh_spk_0254,andhra_pradesh,adult,read,,48000,train,5.2
andhra_pradesh\Andhra_speaker (1228).wav,Andhra_speaker (1228).wav,andhra_pradesh_spk_0255,andhra_pradesh,adult,read,,48000,train,4.8
andhra_pradesh\Andhra_speaker (1229).wav,Andhra_speaker (1229).wav,andhra_pradesh_spk_0256,andhra_pradesh,adult,read,,48000,train,5.2
andhra_pradesh\Andhra_speaker (123).wav,Andhra_speaker (123).wav,andhra_pradesh_spk_0257,andhra_pradesh,adult,read,,44100,train,2.88
andhra_pradesh\Andhra_speaker (1230).wav,Andhra_speaker (1230).wav,andhra_pradesh_spk_0258,andhra_pradesh,adult,read,,48000,train,4.8
andhra_pradesh\Andhra_speaker (1231).wav,Andhra_speaker (1231).wav,andhra_pradesh_spk_0259,andhra_pradesh,adult,read,,48000,train,5.0
andhra_pradesh\Andhra_speaker (1232).wav,Andhra_speaker (1232).wav,andhra_pradesh_spk_0260,andhra_pradesh,adult,read,,48000,train,6.2
andhra_pradesh\Andhra_speaker (1233).wav,Andhra_speaker (1233).wav,andhra_pradesh_spk_0261,andhra_pradesh,adult,read,,48000,train,4.2
andhra_pradesh\Andhra_speaker (1234).wav,Andhra_speaker (1234).wav,andhra_pradesh_spk_0262,andhra_pradesh,adult,read,,48000,train,5.2
andhra_pradesh\Andhra_speaker (1235).wav,Andhra_speaker (1235).wav,andhra_pradesh_spk_0263,andhra_pradesh,adult,read,,48000,train,5.4
andhra_pradesh\Andhra_speaker (1236).wav,Andhra_speaker (1236).wav,andhra_pradesh_spk_0264,andhra_pradesh,adult,read,,48000,train,4.2
andhra_pradesh\Andhra_speaker (1237).wav,Andhra_speaker (1237).wav,andhra_pradesh_spk_0265,andhra_pradesh,adult,read,,48000,train,5.2
andhra_pradesh\Andhra_speaker (1238).wav,Andhra_speaker (1238).wav,andhra_pradesh_spk_0266,andhra_pradesh,adult,read,,48000,train,5.0
andhra_pradesh\Andhra_speaker (1239).wav,Andhra_speaker (1239).wav,andhra_pradesh_spk_0267,andhra_pradesh,adult,read,,48000,train,11.0
andhra_pradesh\Andhra_speaker (124).wav,Andhra_speaker (124).wav,andhra_pradesh_spk_0268,andhra_pradesh,adult,read,,44100,train,3.04
andhra_pradesh\Andhra_speaker (1240).wav,Andhra_speaker (1240).wav,andhra_pradesh_spk_0269,andhra_pradesh,adult,read,,48000,train,4.0
andhra_pradesh\Andhra_speaker (1241).wav,Andhra_speaker (1241).wav,andhra_pradesh_spk_0270,andhra_pradesh,adult,read,,48000,train,5.4
andhra_pradesh\Andhra_speaker (1242).wav,Andhra_speaker (1242).wav,andhra_pradesh_spk_0271,andhra_pradesh,adult,read,,48000,train,4.8
andhra_pradesh\Andhra_speaker (1243).wav,Andhra_speaker (1243).wav,andhra_pradesh_spk_0272,andhra_pradesh,adult,read,,48000,train,5.2
andhra_pradesh\Andhra_speaker (1244).wav,Andhra_speaker (1244).wav,andhra_pradesh_spk_0273,andhra_pradesh,adult,read,,48000,train,4.8
andhra_pradesh\Andhra_speaker (1245).wav,Andhra_speaker (1245).wav,andhra_pradesh_spk_0274,andhra_pradesh,adult,read,,48000,train,5.0
andhra_pradesh\Andhra_speaker (1246).wav,Andhra_speaker (1246).wav,andhra_pradesh_spk_0275,andhra_pradesh,adult,read,,48000,train,5.6
andhra_pradesh\Andhra_speaker (1247).wav,Andhra_speaker (1247).wav,andhra_pradesh_spk_0276,andhra_pradesh,adult,read,,48000,train,4.4
andhra_pradesh\Andhra_speaker (1248).wav,Andhra_speaker (1248).wav,andhra_pradesh_spk_0277,andhra_pradesh,adult,read,,48000,train,4.8
andhra_pradesh\Andhra_speaker (1249).wav,Andhra_speaker (1249).wav,andhra_pradesh_spk_0278,andhra_pradesh,adult,read,,48000,train,5.6
andhra_pradesh\Andhra_speaker (125).wav,Andhra_speaker (125).wav,andhra_pradesh_spk_0279,andhra_pradesh,adult,read,,44100,train,2.1
andhra_pradesh\Andhra_speaker (1250).wav,Andhra_speaker (1250).wav,andhra_pradesh_spk_0280,andhra_pradesh,adult,read,,48000,train,4.2
andhra_pradesh\Andhra_speaker (1251).wav,Andhra_speaker (1251).wav,andhra_pradesh_spk_0281,andhra_pradesh,adult,read,,48000,train,5.4
andhra_pradesh\Andhra_speaker (1252).wav,Andhra_speaker (1252).wav,andhra_pradesh_spk_0282,andhra_pradesh,adult,read,,48000,train,4.8
andhra_pradesh\Andhra_speaker (1253).wav,Andhra_speaker (1253).wav,andhra_pradesh_spk_0283,andhra_pradesh,adult,read,,48000,train,4.8
andhra_pradesh\Andhra_speaker (1254).wav,Andhra_speaker (1254).wav,andhra_pradesh_spk_0284,andhra_pradesh,adult,read,,48000,train,5.4
andhra_pradesh\Andhra_speaker (1255).wav,Andhra_speaker (1255).wav,andhra_pradesh_spk_0285,andhra_pradesh,adult,read,,48000,train,4.8
andhra_pradesh\Andhra_speaker (1256).wav,Andhra_speaker (1256).wav,andhra_pradesh_spk_0286,andhra_pradesh,adult,read,,48000,train,4.6
andhra_pradesh\Andhra_speaker (1257).wav,Andhra_speaker (1257).wav,andhra_pradesh_spk_0287,andhra_pradesh,adult,read,,48000,train,5.8
andhra_pradesh\Andhra_speaker (1258).wav,Andhra_speaker (1258).wav,andhra_pradesh_spk_0288,andhra_pradesh,adult,read,,48000,train,4.6
andhra_pradesh\Andhra_speaker (1259).wav,Andhra_speaker (1259).wav,andhra_pradesh_spk_0289,andhra_pradesh,adult,read,,48000,train,5.8
andhra_pradesh\Andhra_speaker (126).wav,Andhra_speaker (126).wav,andhra_pradesh_spk_0290,andhra_pradesh,adult,read,,44100,train,2.34
andhra_pradesh\Andhra_speaker (1260).wav,Andhra_speaker (1260).wav,andhra_pradesh_spk_0291,andhra_pradesh,adult,read,,48000,train,4.2
andhra_pradesh\Andhra_speaker (1261).wav,Andhra_speaker (1261).wav,andhra_pradesh_spk_0292,andhra_pradesh,adult,read,,48000,train,5.0
andhra_pradesh\Andhra_speaker (1262).wav,Andhra_speaker (1262).wav,andhra_pradesh_spk_0293,andhra_pradesh,adult,read,,48000,train,5.2
andhra_pradesh\Andhra_speaker (1263).wav,Andhra_speaker (1263).wav,andhra_pradesh_spk_0294,andhra_pradesh,adult,read,,48000,train,5.2
andhra_pradesh\Andhra_speaker (1264).wav,Andhra_speaker (1264).wav,andhra_pradesh_spk_0295,andhra_pradesh,adult,read,,48000,train,4.8
andhra_pradesh\Andhra_speaker (1265).wav,Andhra_speaker (1265).wav,andhra_pradesh_spk_0296,andhra_pradesh,adult,read,,48000,train,4.8
andhra_pradesh\Andhra_speaker (1266).wav,Andhra_speaker (1266).wav,andhra_pradesh_spk_0297,andhra_pradesh,adult,read,,48000,train,5.0
andhra_pradesh\Andhra_speaker (1267).wav,Andhra_speaker (1267).wav,andhra_pradesh_spk_0298,andhra_pradesh,adult,read,,48000,train,4.8
andhra_pradesh\Andhra_speaker (1268).wav,Andhra_speaker (1268).wav,andhra_pradesh_spk_0299,andhra_pradesh,adult,read,,48000,train,5.2
andhra_pradesh\Andhra_speaker (1269).wav,Andhra_speaker (1269).wav,andhra_pradesh_spk_0300,andhra_pradesh,adult,read,,48000,train,10.2
andhra_pradesh\Andhra_speaker (127).wav,Andhra_speaker (127).wav,andhra_pradesh_spk_0301,andhra_pradesh,adult,read,,44100,train,2.94
andhra_pradesh\Andhra_speaker (1270).wav,Andhra_speaker (1270).wav,andhra_pradesh_spk_0302,andhra_pradesh,adult,read,,48000,train,5.6
andhra_pradesh\Andhra_speaker (1271).wav,Andhra_speaker (1271).wav,andhra_pradesh_spk_0303,andhra_pradesh,adult,read,,48000,train,4.6
andhra_pradesh\Andhra_speaker (1272).wav,Andhra_speaker (1272).wav,andhra_pradesh_spk_0304,andhra_pradesh,adult,read,,48000,train,5.2
andhra_pradesh\Andhra_speaker (1273).wav,Andhra_speaker (1273).wav,andhra_pradesh_spk_0305,andhra_pradesh,adult,read,,48000,train,4.6
andhra_pradesh\Andhra_speaker (1274).wav,Andhra_speaker (1274).wav,andhra_pradesh_spk_0306,andhra_pradesh,adult,read,,48000,train,5.8
andhra_pradesh\Andhra_speaker (1275).wav,Andhra_speaker (1275).wav,andhra_pradesh_spk_0307,andhra_pradesh,adult,read,,48000,train,4.2
andhra_pradesh\Andhra_speaker (1276).wav,Andhra_speaker (1276).wav,andhra_pradesh_spk_0308,andhra_pradesh,adult,read,,48000,train,5.4
andhra_pradesh\Andhra_speaker (1277).wav,Andhra_speaker (1277).wav,andhra_pradesh_spk_0309,andhra_pradesh,adult,read,,48000,train,4.4
andhra_pradesh\Andhra_speaker (1278).wav,Andhra_speaker (1278).wav,andhra_pradesh_spk_0310,andhra_pradesh,adult,read,,48000,train,5.2
andhra_pradesh\Andhra_speaker (1279).wav,Andhra_speaker (1279).wav,andhra_pradesh_spk_0311,andhra_pradesh,adult,read,,48000,train,5.0
andhra_pradesh\Andhra_speaker (128).wav,Andhra_speaker (128).wav,andhra_pradesh_spk_0312,andhra_pradesh,adult,read,,44100,train,1.96
andhra_pradesh\Andhra_speaker (1280).wav,Andhra_speaker (1280).wav,andhra_pradesh_spk_0313,andhra_pradesh,adult,read,,48000,train,5.8
andhra_pradesh\Andhra_speaker (1281).wav,Andhra_speaker (1281).wav,andhra_pradesh_spk_0314,andhra_pradesh,adult,read,,48000,train,4.2
andhra_pradesh\Andhra_speaker (1282).wav,Andhra_speaker (1282).wav,andhra_pradesh_spk_0315,andhra_pradesh,adult,read,,48000,train,5.8
andhra_pradesh\Andhra_speaker (1283).wav,Andhra_speaker (1283).wav,andhra_pradesh_spk_0316,andhra_pradesh,adult,read,,48000,train,4.0
andhra_pradesh\Andhra_speaker (1284).wav,Andhra_speaker (1284).wav,andhra_pradesh_spk_0317,andhra_pradesh,adult,read,,48000,train,5.6
andhra_pradesh\Andhra_speaker (1285).wav,Andhra_speaker (1285).wav,andhra_pradesh_spk_0318,andhra_pradesh,adult,read,,48000,train,5.0
andhra_pradesh\Andhra_speaker (1286).wav,Andhra_speaker (1286).wav,andhra_pradesh_spk_0319,andhra_pradesh,adult,read,,48000,train,4.6
andhra_pradesh\Andhra_speaker (1287).wav,Andhra_speaker (1287).wav,andhra_pradesh_spk_0320,andhra_pradesh,adult,read,,48000,train,5.0
andhra_pradesh\Andhra_speaker (1288).wav,Andhra_speaker (1288).wav,andhra_pradesh_spk_0321,andhra_pradesh,adult,read,,48000,train,4.8
andhra_pradesh\Andhra_speaker (1289).wav,Andhra_speaker (1289).wav,andhra_pradesh_spk_0322,andhra_pradesh,adult,read,,48000,train,5.4
andhra_pradesh\Andhra_speaker (129).wav,Andhra_speaker (129).wav,andhra_pradesh_spk_0323,andhra_pradesh,adult,read,,44100,train,2.22
andhra_pradesh\Andhra_speaker (1290).wav,Andhra_speaker (1290).wav,andhra_pradesh_spk_0324,andhra_pradesh,adult,read,,48000,train,5.4
andhra_pradesh\Andhra_speaker (1291).wav,Andhra_speaker (1291).wav,andhra_pradesh_spk_0325,andhra_pradesh,adult,read,,48000,train,4.4
andhra_pradesh\Andhra_speaker (1292).wav,Andhra_speaker (1292).wav,andhra_pradesh_spk_0326,andhra_pradesh,adult,read,,48000,train,5.8
andhra_pradesh\Andhra_speaker (1293).wav,Andhra_speaker (1293).wav,andhra_pradesh_spk_0327,andhra_pradesh,adult,read,,48000,train,4.0
andhra_pradesh\Andhra_speaker (1294).wav,Andhra_speaker (1294).wav,andhra_pradesh_spk_0328,andhra_pradesh,adult,read,,48000,train,6.2
andhra_pradesh\Andhra_speaker (1295).wav,Andhra_speaker (1295).wav,andhra_pradesh_spk_0329,andhra_pradesh,adult,read,,48000,train,5.4
andhra_pradesh\Andhra_speaker (1296).wav,Andhra_speaker (1296).wav,andhra_pradesh_spk_0330,andhra_pradesh,adult,read,,48000,train,4.2
andhra_pradesh\Andhra_speaker (1297).wav,Andhra_speaker (1297).wav,andhra_pradesh_spk_0331,andhra_pradesh,adult,read,,48000,train,4.2
andhra_pradesh\Andhra_speaker (1298).wav,Andhra_speaker (1298).wav,andhra_pradesh_spk_0332,andhra_pradesh,adult,read,,48000,train,5.0
andhra_pradesh\Andhra_speaker (1299).wav,Andhra_speaker (1299).wav,andhra_pradesh_spk_0333,andhra_pradesh,adult,read,,48000,train,12.8
andhra_pradesh\Andhra_speaker (13).wav,Andhra_speaker (13).wav,andhra_pradesh_spk_0334,andhra_pradesh,adult,read,,44100,train,3.1
andhra_pradesh\Andhra_speaker (130).wav,Andhra_speaker (130).wav,andhra_pradesh_spk_0335,andhra_pradesh,adult,read,,44100,train,2.3
